EVENT_CONCEPT_ID	DRUG_CONCEPT_NAME	POSSIBLE_LABEL_USE	ICD9	INDICATION_DESCRIPTION	CONDITION_CONCEPT_ID	CONDITION_CONCEPT_NAME
1563600	Chorionic Gonadotropin	1	783.21	Loss of weight	44828149	Loss of weight
1563600	Chorionic Gonadotropin	1	783.9	Other symptoms concerning nutrition; metabolism; and development	44821240	Other symptoms concerning nutrition, metabolism, and development
915553	Capsicum extract	0	053	Herpes zoster	44834432	Herpes zoster
915553	Capsicum extract	0	053.9	Herpes zoster without mention of complication	44830927	Herpes zoster without mention of complication
915553	Capsicum extract	0	250.6	Diabetes with neurological manifestations	44827615	Diabetes with neurological manifestations
915553	Capsicum extract	0	729.2	Neuralgia; neuritis; and radiculitis; unspecified	44825717	Neuralgia, neuritis, and radiculitis, unspecified
915553	Capsicum extract	0	780.96	Generalized pain	44828147	Generalized pain
797617	Citalopram	0	250.6	Diabetes with neurological manifestations	44827615	Diabetes with neurological manifestations
797617	Citalopram	0	290	Dementias	44824105	Dementias
797617	Citalopram	0	294.20	Dementia; unspecified; without behavioral disturbance	44831083	Dementia, unspecified, without behavioral disturbance
797617	Citalopram	1	296.20	Major depressive disorder; single episode; unspecified degree	44822975	Major depressive affective disorder, single episode, unspecified
797617	Citalopram	0	300.00	Anxiety state unspecified	44832239	Anxiety state, unspecified
797617	Citalopram	0	300.01	Panic disorder without agoraphobia	44826503	Panic disorder without agoraphobia
797617	Citalopram	0	300.3	Obsessive-compulsive disorders	44822985	Obsessive-compulsive disorders
797617	Citalopram	0	303	Alcohol dependence syndrome	44832244	Alcohol dependence syndrome
797617	Citalopram	0	303.90	Other and unspecified alcohol dependence; unspecified drinking behavior	44831100	Other and unspecified alcohol dependence, unspecified
797617	Citalopram	0	305.01	Alcohol abuse; continuous drinking behavior	44826518	Alcohol abuse, continuous
797617	Citalopram	0	305.1	Tobacco use disorder	44831104	Tobacco use disorder
797617	Citalopram	1	311	Depressive disorder NEC	44833421	Depressive disorder, not elsewhere classified
797617	Citalopram	1	625.4	Premenstrual tension syndromes	44820996	Premenstrual tension syndromes
797617	Citalopram	1	797	Senility without mention of psychosis	44820073	Senility without mention of psychosis
1548195	Estradiol	1	174.9	Malignant neoplasm of breast (female); unspecified	44824029	Malignant neoplasm of breast (female), unspecified
1548195	Estradiol	1	182.0	Malignant neoplasm of corpus uteri; except isthmus	44834494	Malignant neoplasm of corpus uteri, except isthmus
1548195	Estradiol	1	185	Malignant neoplasm of prostate	44822887	Malignant neoplasm of prostate
1548195	Estradiol	1	239	Neoplasms of unspecified nature	44834543	Neoplasms of unspecified nature
1548195	Estradiol	0	239.3	Neoplasm of unspecified nature of breast	44826452	Neoplasm of unspecified nature of breast
1548195	Estradiol	0	239.5	Neoplasm of unspecified nature of other genitourinary organs	44825257	Neoplasm of unspecified nature of other genitourinary organs
1548195	Estradiol	1	253.4	Other anterior pituitary disorders	44824075	Other anterior pituitary disorders
1548195	Estradiol	1	256.31	Premature menopause	44828798	Premature menopause
1548195	Estradiol	1	256.39	Other ovarian failure	44827622	Other ovarian failure
1548195	Estradiol	1	290	Dementias	44824105	Dementias
1548195	Estradiol	1	294.20	Dementia; unspecified; without behavioral disturbance	44831083	Dementia, unspecified, without behavioral disturbance
1548195	Estradiol	1	302.76	Dyspareunia; psychogenic	44826510	Dyspareunia, psychogenic
1548195	Estradiol	1	410.90	Acute myocardial infarction; unspecified site; episode of care unspecified	44835928	Acute myocardial infarction of unspecified site, episode of care unspecified
1548195	Estradiol	1	414.00	Coronary atherosclerosis of unspecified type of vessel; native or graft	44835932	Coronary atherosclerosis of unspecified type of vessel, native or graft
1548195	Estradiol	1	415.19	Other pulmonary embolism and infarction	44819706	Other pulmonary embolism and infarction
1548195	Estradiol	1	429.9	Heart disease NOS	44837109	Heart disease, unspecified
1548195	Estradiol	1	434.91	Cerebral artery occlusion; unspecified; with cerebral infarction	44834737	Cerebral artery occlusion, unspecified with cerebral infarction
1548195	Estradiol	1	451.9	Phlebitis and thrombophlebitis of unspecified site	44832402	Phlebitis and thrombophlebitis of unspecified site
1548195	Estradiol	0	617	Endometriosis	44826748	Endometriosis
1548195	Estradiol	0	617.9	Endometriosis; site unspecified	44823204	Endometriosis, site unspecified
1548195	Estradiol	1	621.3	Endometrial hyperplasia	44836055	Endometrial hyperplasia
1548195	Estradiol	1	621.30	Endometrial hyperplasia; unspecified	44824363	Endometrial hyperplasia, unspecified
1548195	Estradiol	1	623.8	Other specified noninflammatory disorders of vagina	44829082	Other specified noninflammatory disorders of vagina
1548195	Estradiol	1	625.0	Dyspareunia	44823211	Dyspareunia
1548195	Estradiol	0	625.8	Other specified symptoms associated with female genital organs	44836059	Other specified symptoms associated with female genital organs
1548195	Estradiol	0	626.2	Excessive or frequent menstruation	44827910	Excessive or frequent menstruation
1548195	Estradiol	0	626.4	Irregular menstrual cycle	44825569	Irregular menstrual cycle
1548195	Estradiol	1	627.2	Symptomatic menopausal or female climacteric states	44819840	Symptomatic menopausal or female climacteric states
1548195	Estradiol	1	627.3	Postmenopausal atrophic vaginitis	44825571	Postmenopausal atrophic vaginitis
1548195	Estradiol	1	698.1	Pruritus of genital organs	44831465	Pruritus of genital organs
1548195	Estradiol	1	698.9	Unspecified pruritic disorder	44833794	Unspecified pruritic disorder
1548195	Estradiol	1	733.0	Osteoporosis	44824536	Osteoporosis
1548195	Estradiol	1	733.00	Osteoporosis NOS	44822235	Osteoporosis, unspecified
1548195	Estradiol	1	733.01	Senile osteoporosis	44826911	Senile osteoporosis
1548195	Estradiol	1	733.90	Disorder of bone and cartilage; unspecified	44830366	Disorder of bone and cartilage, unspecified
1548195	Estradiol	0	780.79	Other malaise and fatigue	44823445	Other malaise and fatigue
1548195	Estradiol	0	780.96	Generalized pain	44828147	Generalized pain
1548195	Estradiol	1	782.62	Flushing	44831583	Flushing
1548195	Estradiol	1	788.1	Dysuria	44825811	Dysuria
1548195	Estradiol	1	788.63	Urgency of urination	44822302	Urgency of urination
1548195	Estradiol	1	797	Senility without mention of psychosis	44820073	Senility without mention of psychosis
1548195	Estradiol	1	799.9	Other unknown and unspecified cause of morbidity or mortality	44829315	Other unknown and unspecified cause of morbidity and mortality
1548195	Estradiol	0	V22.2	Pregnant state; incidental	44837786	Pregnant state, incidental
1551673	Estrogens, Esterified (USP)	1	174.9	Malignant neoplasm of breast (female); unspecified	44824029	Malignant neoplasm of breast (female), unspecified
1551673	Estrogens, Esterified (USP)	1	185	Malignant neoplasm of prostate	44822887	Malignant neoplasm of prostate
1551673	Estrogens, Esterified (USP)	0	239.3	Neoplasm of unspecified nature of breast	44826452	Neoplasm of unspecified nature of breast
1551673	Estrogens, Esterified (USP)	0	239.5	Neoplasm of unspecified nature of other genitourinary organs	44825257	Neoplasm of unspecified nature of other genitourinary organs
1551673	Estrogens, Esterified (USP)	1	253.4	Other anterior pituitary disorders	44824075	Other anterior pituitary disorders
1551673	Estrogens, Esterified (USP)	0	256.31	Premature menopause	44828798	Premature menopause
1551673	Estrogens, Esterified (USP)	1	256.39	Other ovarian failure	44827622	Other ovarian failure
1551673	Estrogens, Esterified (USP)	0	626.2	Excessive or frequent menstruation	44827910	Excessive or frequent menstruation
1551673	Estrogens, Esterified (USP)	1	627.2	Symptomatic menopausal or female climacteric states	44819840	Symptomatic menopausal or female climacteric states
1551673	Estrogens, Esterified (USP)	0	733.0	Osteoporosis	44824536	Osteoporosis
1551673	Estrogens, Esterified (USP)	0	733.00	Osteoporosis NOS	44822235	Osteoporosis, unspecified
1551673	Estrogens, Esterified (USP)	0	733.01	Senile osteoporosis	44826911	Senile osteoporosis
1551673	Estrogens, Esterified (USP)	0	782.62	Flushing	44831583	Flushing
19101604	Cod Liver Oil	0	252.0	Hyperparathyroidism	44828796	Hyperparathyroidism
19101604	Cod Liver Oil	0	252.00	Hyperparathyroidism NOS	44835752	Hyperparathyroidism, unspecified
19101604	Cod Liver Oil	0	264	Vitamin A deficiency	44824079	Vitamin A deficiency
19101604	Cod Liver Oil	0	264.9	Vitamin A deficiency NOS	44822945	Unspecified vitamin A deficiency
19101604	Cod Liver Oil	0	268	Vitamin D deficiency	44836928	Vitamin D deficiency
19101604	Cod Liver Oil	0	268.9	Vitamin d deficiency NOS	44829893	Unspecified vitamin D deficiency
19101604	Cod Liver Oil	0	275.41	Hypocalcemia	44828807	Hypocalcemia
19101604	Cod Liver Oil	0	368.6	Night blindness	44828922	Night blindness
19101604	Cod Liver Oil	0	368.60	Night blindness NOS	44832320	Night blindness, unspecified
19101604	Cod Liver Oil	0	372.53	Conjunctival xerosis	44820814	Conjunctival xerosis
19101604	Cod Liver Oil	0	579	Intestinal malabsorption	44837184	Intestinal malabsorption
19101604	Cod Liver Oil	0	579.9	Unspecified intestinal malabsorption	44826729	Unspecified intestinal malabsorption
19101604	Cod Liver Oil	0	692.9	Contact dermatitis and other eczema; unspecified cause	44821092	Contact dermatitis and other eczema, unspecified cause
19101604	Cod Liver Oil	0	696.1	Other psoriasis and similar disorders excluding psoriatic arthropathy	44819938	Other psoriasis
1520218	Betaine	1	270.4	Disturbances of sulphur-bearing amino-acid metabolism	44824080	Disturbances of sulphur-bearing amino-acid metabolism
1520218	Betaine	1	780.39	Other convulsions	44830440	Other convulsions
1520218	Betaine	1	780.79	Other malaise and fatigue	44823445	Other malaise and fatigue
1110727	Cyproheptadine	0	253.7	Iatrogenic pituitary disorders	44825267	Iatrogenic pituitary disorders
1110727	Cyproheptadine	0	295	Schizophrenic disorders	44829918	Schizophrenic disorders
1110727	Cyproheptadine	0	295.9	Unspecified schizophrenia	44824113	Unspecified schizophrenia
1110727	Cyproheptadine	0	295.90	Unspecified schizophrenia; unspecified state	44829921	Unspecified schizophrenia, unspecified
1110727	Cyproheptadine	0	333.81	Blepharospasm	44819577	Blepharospasm
1110727	Cyproheptadine	0	339.00	Cluster headache syndrome; unspecified	44833438	Cluster headache syndrome, unspecified
1110727	Cyproheptadine	0	339.02	Chronic cluster headache	44831128	Chronic cluster headache
1110727	Cyproheptadine	0	346	Migraine	44829973	Migraine
1110727	Cyproheptadine	0	346.9	Migraine; unspecified	44819592	Migraine, unspecified
1110727	Cyproheptadine	0	346.90	Migraine; unspecified; without mention of intractable migraine without mention of status migrainosus	44825342	Migraine, unspecified, without mention of intractable migraine without mention of status migrainosus
1110727	Cyproheptadine	1	477.0	Allergic rhinitis due to pollen	44831272	Allergic rhinitis due to pollen
1110727	Cyproheptadine	1	477.9	Allergic rhinitis NOS	44835974	Allergic rhinitis, cause unspecified
1110727	Cyproheptadine	0	698.9	Unspecified pruritic disorder	44833794	Unspecified pruritic disorder
1110727	Cyproheptadine	1	708	Urticaria	44822178	Urticaria
1110727	Cyproheptadine	1	708.9	Unspecified urticaria	44833802	Urticaria, unspecified
1110727	Cyproheptadine	0	728.9	Unspecified disorder of muscle; ligament; and fascia	44837368	Unspecified disorder of muscle, ligament, and fascia
1110727	Cyproheptadine	0	781.3	Lack of coordination	44825797	Lack of coordination
1110727	Cyproheptadine	1	995.3	Allergy unspecified not elsewhere classified	44821405	Allergy, unspecified, not elsewhere classified
19009277	Cyclacillin	0	041.10	Unspecified Staphylococcus infection in conditions classified elsewhere and of unspecified site	44830920	Staphylococcus infection in conditions classified elsewhere and of unspecified site, staphylococcus, unspecified
19009277	Cyclacillin	0	041.2	Pneumococcus infection in conditions classified elsewhere and of unspecified site	44836770	Pneumococcus infection in conditions classified elsewhere and of unspecified site
19009277	Cyclacillin	0	041.85	Other gram-negative organism infection in conditions classified elsewhere and of unspecified site	44826333	Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other gram-negative organisms
19009277	Cyclacillin	0	519.8	Other diseases of respiratory system; not elsewhere classified	44826687	Other diseases of respiratory system, not elsewhere classified
19009277	Cyclacillin	0	599.0	Urinary tract infection; site not specified	44820980	Urinary tract infection, site not specified
997881	Clindamycin	0	041.00	Unspecified Streptococcus infection in conditions classified elsewhere and of unspecified site	44821669	Streptococcus infection in conditions classified elsewhere and of unspecified site, streptococcus, unspecified
997881	Clindamycin	0	041.10	Unspecified Staphylococcus infection in conditions classified elsewhere and of unspecified site	44830920	Staphylococcus infection in conditions classified elsewhere and of unspecified site, staphylococcus, unspecified
997881	Clindamycin	0	041.84	Other anaerobe infection in conditions classified elsewhere and of unspecified site	44821671	Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other anaerobes
997881	Clindamycin	0	084	Malaria	44820568	Malaria
997881	Clindamycin	0	084.2	Quartan malaria	44823986	Quartan malaria
997881	Clindamycin	0	084.6	Malaria NOS	44822840	Malaria, unspecified
997881	Clindamycin	0	130	Toxoplasmosis	44824017	Toxoplasmosis
997881	Clindamycin	0	130.9	Toxoplasmosis NOS	44825184	Toxoplasmosis, unspecified
997881	Clindamycin	1	131	Trichomoniasis	44832115	Trichomoniasis
997881	Clindamycin	1	131.9	Trichomoniasis NOS	44835658	Trichomoniasis, unspecified
997881	Clindamycin	1	136.3	Pneumocystosis	44820593	Pneumocystosis
997881	Clindamycin	1	136.9	Unspecified infectious and parasitic diseases	44834472	Unspecified infectious and parasitic diseases
997881	Clindamycin	1	424.90	Endocarditis valve unspecified cause	44828978	Endocarditis, valve unspecified, unspecified cause
997881	Clindamycin	1	486	Pneumonia; organism unspecified	44829009	Pneumonia, organism unspecified
997881	Clindamycin	1	519.8	Other diseases of respiratory system; not elsewhere classified	44826687	Other diseases of respiratory system, not elsewhere classified
997881	Clindamycin	1	567.9	Peritonitis NOS	44823183	Unspecified peritonitis
997881	Clindamycin	1	706.1	Other acne	44836157	Other acne
997881	Clindamycin	1	730.2	Unspecified osteomyelitis	44832666	Unspecified osteomyelitis
997881	Clindamycin	1	730.20	Unspecified osteomyelitis; site unspecified	44833860	Unspecified osteomyelitis, site unspecified
997881	Clindamycin	0	E968.9	ASSAULT NOS	44822624	Assault by unspecified means
19026710	Capreomycin	1	011.90	Unspecified pulmonary tuberculosis; unspecified examination	44828637	Pulmonary tuberculosis, unspecified, unspecified
19052812	Cryptenamine	0	401.9	Hypertension NOS	44821949	Unspecified essential hypertension
19052812	Cryptenamine	0	997.91	Hypertension	44830637	Complications affecting other specified body systems, not elsewhere classified, hypertension
719128	Benzphetamine	1	278.00	Obesity NOS	44833387	Obesity, unspecified
719128	Benzphetamine	1	783.9	Other symptoms concerning nutrition; metabolism; and development	44821240	Other symptoms concerning nutrition, metabolism, and development
1766340	halofantrine	0	084.0	Falciparum malaria [malignant tertian]	44829764	Falciparum malaria [malignant tertian]
1766340	halofantrine	1	084.1	Vivax malaria [benign tertian]	44822839	Vivax malaria [benign tertian]
907879	Miconazole	1	110.3	Dermatophytosis of groin and perianal area	44819401	Dermatophytosis of groin and perianal area
907879	Miconazole	1	110.4	Dermatophytosis of foot	44822853	Dermatophytosis of foot
907879	Miconazole	1	112	Candidiasis	44828712	Candidiasis
907879	Miconazole	1	112.1	Candidiasis of vulva and vagina	44824002	Candidiasis of vulva and vagina
907879	Miconazole	0	112.3	Candidiasis of skin and nails	44825172	Candidiasis of skin and nails
907879	Miconazole	1	112.9	Candidiasis of unspecified site	44826372	Candidiasis of unspecified site
907879	Miconazole	0	117.3	Aspergillosis	44826376	Aspergillosis
907879	Miconazole	1	136.9	Unspecified infectious and parasitic diseases	44834472	Unspecified infectious and parasitic diseases
907879	Miconazole	1	686.9	Unspecified local infection of skin and subcutaneous tissue	44822163	Unspecified local infection of skin and subcutaneous tissue
907879	Miconazole	1	698.9	Unspecified pruritic disorder	44833794	Unspecified pruritic disorder
907879	Miconazole	1	781.99	Other symptoms involving nervous and musculoskeletal systems	44837429	Other symptoms involving nervous and musculoskeletal systems
19097867	calcium glubionate	0	275.41	Hypocalcemia	44828807	Hypocalcemia
19097867	calcium glubionate	0	733.0	Osteoporosis	44824536	Osteoporosis
19097867	calcium glubionate	0	733.00	Osteoporosis NOS	44822235	Osteoporosis, unspecified
19097867	calcium glubionate	0	733.01	Senile osteoporosis	44826911	Senile osteoporosis
1168079	Magnesium Salicylate	0	716.90	Arthropathy; unspecified; site unspecified	44821128	Arthropathy, unspecified, site unspecified
1168079	Magnesium Salicylate	0	724.1	Pain in thoracic spine	44824522	Pain in thoracic spine
1168079	Magnesium Salicylate	0	724.5	Backache unspecified	44825708	Backache, unspecified
1168079	Magnesium Salicylate	0	780.60	Fever; unspecified	44824617	Fever, unspecified
1168079	Magnesium Salicylate	0	780.96	Generalized pain	44828147	Generalized pain
1168079	Magnesium Salicylate	0	784.0	Headache	44836293	Headache
1730370	Pentamidine	1	042	Human immunodeficiency virus [HIV] disease	44829737	Human immunodeficiency virus [HIV] disease
1730370	Pentamidine	0	085.0	Visceral leishmaniasis	44820570	Visceral [kala-azar] leishmaniasis
1730370	Pentamidine	0	086	Trypanosomiasis	44833250	Trypanosomiasis
1730370	Pentamidine	0	086.9	Trypanosomiasis NOS	44835633	Trypanosomiasis, unspecified
1730370	Pentamidine	1	136.3	Pneumocystosis	44820593	Pneumocystosis
1730370	Pentamidine	1	136.9	Unspecified infectious and parasitic diseases	44834472	Unspecified infectious and parasitic diseases
1730370	Pentamidine	1	486	Pneumonia; organism unspecified	44829009	Pneumonia, organism unspecified
1130585	Pentazocine	1	780.96	Generalized pain	44828147	Generalized pain
767410	lithium citrate	0	296.00	Manic disorder; single episode; unspecified degree	44836964	Bipolar I disorder, single manic episode, unspecified
767410	lithium citrate	0	296.80	Bipolar disorder NOS	44822981	Bipolar disorder, unspecified
767410	lithium citrate	0	308.9	Unspecified acute reaction to stress	44819559	Unspecified acute reaction to stress
767410	lithium citrate	0	309.81	Posttraumatic stress disorder	44836990	Posttraumatic stress disorder
767410	lithium citrate	0	311	Depressive disorder NEC	44833421	Depressive disorder, not elsewhere classified
767410	lithium citrate	0	312.9	Unspecified disturbance of conduct	44821834	Unspecified disturbance of conduct
721724	Nortriptyline	1	296.20	Major depressive disorder; single episode; unspecified degree	44822975	Major depressive affective disorder, single episode, unspecified
721724	Nortriptyline	0	300.00	Anxiety state unspecified	44832239	Anxiety state, unspecified
721724	Nortriptyline	0	300.01	Panic disorder without agoraphobia	44826503	Panic disorder without agoraphobia
721724	Nortriptyline	0	307.6	Enuresis	44831111	Enuresis
721724	Nortriptyline	1	311	Depressive disorder NEC	44833421	Depressive disorder, not elsewhere classified
721724	Nortriptyline	0	314	Hyperkinetic syndrome of childhood	44825316	Hyperkinetic syndrome of childhood
721724	Nortriptyline	0	314.01	Attention deficit disorder of childhood with hyperactivity	44822997	Attention deficit disorder with hyperactivity
721724	Nortriptyline	0	314.9	Unspecified hyperkinetic syndrome of childhood	44827676	Unspecified hyperkinetic syndrome
721724	Nortriptyline	0	780.96	Generalized pain	44828147	Generalized pain
1550023	Insulin Lispro	1	250.00	type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; without mention of complication	44836914	Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled
1550023	Insulin Lispro	1	250.01	type I diabetes mellitus [insulin dependent type] [IDDM] [juvenile type]; not stated as uncontrolled; without mention of complication	44820682	Diabetes mellitus without mention of complication, type I [juvenile type], not stated as uncontrolled
1550023	Insulin Lispro	1	790.6	Other abnormal blood chemistry	44837444	Other abnormal blood chemistry
951511	Mupirocin	1	684	Impetigo	44832600	Impetigo
586491	cytomegalovirus immune globulin	0	078.5	Cytomegaloviral disease	44829759	Cytomegaloviral disease
586491	cytomegalovirus immune globulin	0	136.9	Unspecified infectious and parasitic diseases	44834472	Unspecified infectious and parasitic diseases
586491	cytomegalovirus immune globulin	0	279.3	Unspecified immunity deficiency	44821802	Unspecified immunity deficiency
1319880	Nisoldipine	1	401.9	Hypertension NOS	44821949	Unspecified essential hypertension
1319880	Nisoldipine	0	413.1	Prinzmetal angina	44833562	Prinzmetal angina
1319880	Nisoldipine	1	997.91	Hypertension	44830637	Complications affecting other specified body systems, not elsewhere classified, hypertension
1326115	Oxytocin	1	459.0	Hemorrhage NOS	44827814	Hemorrhage, unspecified
1326115	Oxytocin	1	666	Postpartum hemorrhage	44833773	Postpartum hemorrhage
1326115	Oxytocin	1	666.14	Other immediate postpartum hemorrhage; postpartum	44821065	Other immediate postpartum hemorrhage, postpartum condition or complication
1503297	Metformin	1	250.00	type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; without mention of complication	44836914	Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled
1503297	Metformin	1	250.1	Diabetes with ketoacidosis	44828793	Diabetes with ketoacidosis
1503297	Metformin	1	250.10	type II diabetes mellitus [non-insulin dependent type] [NIDDM type] [adult-onset type] or unspecified type; not stated as uncontrolled; with ketoacidosis	44829878	Diabetes with ketoacidosis, type II or unspecified type, not stated as uncontrolled
1503297	Metformin	1	790.6	Other abnormal blood chemistry	44837444	Other abnormal blood chemistry
1715472	Nelfinavir	1	042	Human immunodeficiency virus [HIV] disease	44829737	Human immunodeficiency virus [HIV] disease
1153013	Promethazine	1	372.14	Other chronic allergic conjunctivitis	44819646	Other chronic allergic conjunctivitis
1153013	Promethazine	1	477.0	Allergic rhinitis due to pollen	44831272	Allergic rhinitis due to pollen
1153013	Promethazine	1	477.9	Allergic rhinitis NOS	44835974	Allergic rhinitis, cause unspecified
1153013	Promethazine	0	780.2	Syncope and collapse	44836287	Syncope and collapse
1153013	Promethazine	1	780.96	Generalized pain	44828147	Generalized pain
1153013	Promethazine	0	786.2	Cough	44828154	Cough
1153013	Promethazine	1	787.02	Nausea alone	44831591	Nausea alone
1153013	Promethazine	1	787.03	Vomiting alone	44829300	Vomiting alone
1153013	Promethazine	1	799.89	Other ill-defined conditions	44837456	Other ill-defined conditions
1153013	Promethazine	1	994.6	Motion sickness	44828339	Motion sickness
1153013	Promethazine	1	995.0	Other anaphylactic reaction	44834121	Other anaphylactic reaction
1153013	Promethazine	1	995.3	Allergy unspecified not elsewhere classified	44821405	Allergy, unspecified, not elsewhere classified
1153013	Promethazine	0	998.9	Unspecified complication of procedure; not elsewhere classified	44820259	Unspecified complication of procedure, not elsewhere classified
904542	Triamterene	1	276.6	Fluid overload	44835763	Fluid overload
904542	Triamterene	1	276.69	Other fluid overload	44829898	Other fluid overload
904542	Triamterene	0	276.8	Hypopotassemia	44834567	Hypopotassemia
904542	Triamterene	0	401.9	Hypertension NOS	44821949	Unspecified essential hypertension
904542	Triamterene	1	782.3	Edema	44832710	Edema
904542	Triamterene	0	997.91	Hypertension	44830637	Complications affecting other specified body systems, not elsewhere classified, hypertension
704599	Triazolam	0	307.42	Persistent disorder of initiating or maintaining sleep	44835808	Persistent disorder of initiating or maintaining sleep
704599	Triazolam	1	780.52	Insomnia; unspecified	44829292	Insomnia, unspecified
1351447	Tocainide	0	350.1	Trigeminal neuralgia	44831135	Trigeminal neuralgia
1351447	Tocainide	0	427	Cardiac dysrhythmias	44834731	Cardiac dysrhythmias
1351447	Tocainide	0	427.9	Cardiac dysrhythmia NOS	44828981	Cardiac dysrhythmia, unspecified
19086296	SULFUR,COLLOIDAL	0	690.1	Seborrheic dermatitis	44821088	Seborrheic dermatitis
19086296	SULFUR,COLLOIDAL	0	690.10	Seborheic dermatitis; unspecified	44821089	Seborrheic dermatitis, unspecified
19086296	SULFUR,COLLOIDAL	0	695.3	Rosacea	44825653	Rosacea
19086296	SULFUR,COLLOIDAL	0	696.1	Other psoriasis and similar disorders excluding psoriatic arthropathy	44819938	Other psoriasis
19086296	SULFUR,COLLOIDAL	0	706.1	Other acne	44836157	Other acne
19086296	SULFUR,COLLOIDAL	0	706.3	Seborrhea	44829186	Seborrhea
966913	Silver Nitrate	0	041.85	Other gram-negative organism infection in conditions classified elsewhere and of unspecified site	44826333	Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other gram-negative organisms
966913	Silver Nitrate	0	098.40	Gonococcal conjunctivitis (neonatorum)	44826364	Gonococcal conjunctivitis (neonatorum)
966913	Silver Nitrate	0	459.0	Hemorrhage NOS	44827814	Hemorrhage, unspecified
966913	Silver Nitrate	0	771.6	Neonatal conjunctivitis and dacryocystitis	44822281	Neonatal conjunctivitis and dacryocystitis
966913	Silver Nitrate	0	949.0	Burn of unspecified site; unspecified degree	44823618	Burn of unspecified site, unspecified degree
986389	SODIUM PHOSPHATE,MONOBASIC,MONOHYDRATE	0	275.3	Disorders of phosphorus metabolism	44834566	Disorders of phosphorus metabolism
902427	Timolol	1	346	Migraine	44829973	Migraine
902427	Timolol	1	346.9	Migraine; unspecified	44819592	Migraine, unspecified
902427	Timolol	1	346.90	Migraine; unspecified; without mention of intractable migraine without mention of status migrainosus	44825342	Migraine, unspecified, without mention of intractable migraine without mention of status migrainosus
902427	Timolol	1	365	Glaucoma	44826578	Glaucoma
902427	Timolol	1	365.04	Ocular hypertension	44837038	Ocular hypertension
902427	Timolol	0	365.1	Open-angle glaucoma	44834658	Open-angle glaucoma
902427	Timolol	0	365.10	Open-angle glaucoma NOS	44835863	Open-angle glaucoma, unspecified
902427	Timolol	0	365.13	Pigmentary glaucoma	44825368	Pigmentary open-angle glaucoma
902427	Timolol	1	365.9	Glaucoma NOS	44834661	Unspecified glaucoma
902427	Timolol	1	401.9	Hypertension NOS	44821949	Unspecified essential hypertension
902427	Timolol	1	410.90	Acute myocardial infarction; unspecified site; episode of care unspecified	44835928	Acute myocardial infarction of unspecified site, episode of care unspecified
902427	Timolol	0	413	Angina pectoris	44835930	Angina pectoris
902427	Timolol	0	413.9	Other and unspecified angina pectoris	44837100	Other and unspecified angina pectoris
902427	Timolol	0	428.0	Congestive heart failure (CHF) NOS	44826642	Congestive heart failure, unspecified
902427	Timolol	0	429.9	Heart disease NOS	44837109	Heart disease, unspecified
902427	Timolol	0	786.50	Unspecified chest pain	44825809	Chest pain, unspecified
902427	Timolol	1	997.91	Hypertension	44830637	Complications affecting other specified body systems, not elsewhere classified, hypertension
1036425	Sulfamethizole	0	041.85	Other gram-negative organism infection in conditions classified elsewhere and of unspecified site	44826333	Other specified bacterial infections in conditions classified elsewhere and of unspecified site, other gram-negative organisms
1036425	Sulfamethizole	0	599.0	Urinary tract infection; site not specified	44820980	Urinary tract infection, site not specified
19002257	hydroxypropylcellulose	1	370.00	Corneal ulcer NOS	44833496	Corneal ulcer, unspecified
19002257	hydroxypropylcellulose	1	370.33	Keratoconjunctivitis sicca; not specified as Sjogren's	44834677	Keratoconjunctivitis sicca, not specified as Sjogren's
19002257	hydroxypropylcellulose	1	371.42	Recurrent erosion of cornea	44821899	Recurrent erosion of cornea
914533	Naphazoline	0	461.9	Acute sinusitis NOS	44821974	Acute sinusitis, unspecified
914533	Naphazoline	0	472.0	Chronic rhinitis	44837128	Chronic rhinitis
914533	Naphazoline	0	695.9	Unspecified erythematous condition	44829182	Unspecified erythematous condition
718583	Nicotine	1	305.1	Tobacco use disorder	44831104	Tobacco use disorder
718583	Nicotine	0	309.83	Adjustment reaction with withdrawal	44826526	Adjustment reaction with withdrawal
718583	Nicotine	0	556	Ulcerative colitis	44829046	Ulcerative colitis
718583	Nicotine	0	556.8	Other ulcerative colitis	44830158	Other ulcerative colitis
718583	Nicotine	0	556.9	Ulcerative colitis; unspecified	44833647	Ulcerative colitis, unspecified
1135766	Phenylephrine	1	365	Glaucoma	44826578	Glaucoma
1135766	Phenylephrine	1	365.1	Open-angle glaucoma	44834658	Open-angle glaucoma
1135766	Phenylephrine	1	365.10	Open-angle glaucoma NOS	44835863	Open-angle glaucoma, unspecified
1135766	Phenylephrine	1	365.13	Pigmentary glaucoma	44825368	Pigmentary open-angle glaucoma
1135766	Phenylephrine	1	365.9	Glaucoma NOS	44834661	Unspecified glaucoma
