rxnorm_ingredient_concept_id	rxnorm_ingredient_concept_name	atc5_concept_name	atc3_concept_name	atc1_concept_name
42898329	Angelica gigas root extract			
42898330	Angelica keiskei top extract			
42898331	Angelica pubescens root extract			
42898332	Angelica sinensis root extract			
42898334	Anise Seed Extract			
42898335	Annickia chlorantha bark extract			
42898336	Anogeissus leiocarpus bark extract			
42898337	Ampelopsis japonica root extract			
42898339	Antimony			
42898340	Apocynum androsaemifolium root extract			
42898341	Apocynum cannabinum root extract			
42898345	Aquilaria malaccensis stem extract			
42903593	Dimethicone PEG-8 Laurate			
42903594	ETHYLHEXYL ETHYLHEXANOATE			
42903595	POLYETHYLENE GLYCOL 500			
42903596	TRIDECETH-12			
42903597	QUADROSILAN			
42903598	CITRONELLOL ACETATE, (S)-			
42898351	Ardisia japonica stem extract			
42898352	Argentina anserina flowering top extract			
42898353	Arisaema erubescens root extract			
42898354	Arisaema triphyllum root extract			
42898355	Aristolochia clematitis root extract			
42898356	Arnica Montana Flower Extract			
42898357	Arnica angustifolia flower extract			
42898358	Arnica chamissonis flower extract			
42898359	Arnica cordifolia flower extract			
42904088	Euphorbia hirta extract			
42904089	Myosotis arvensis extract			
42904090	Ailanthus altissima flowering twig extract			
42904091	Asclepias curassavica extract			
42904092	Impatiens glandulifera flower extract			
42904093	Aconitum ferox root extract			
42904094	Taenia solium preparation			
42904095	Metenkefalin			
42903576	ISOCETYL MYRISTATE			
42903577	ISOCETYL STEARATE			
42903578	ISOEICOSANE			
42903579	LIQUIDAMBAR STYRACIFLUA RESIN			
42903580	MANGANESE VIOLET			
42903581	methylserine			
42903582	METYRAPONE TARTRATE			
42903583	MYRISTYL GLUCOSIDE			
42903584	MYRISTYL PROPIONATE			
42903585	o-xylene			
42903586	POVIDONE K17			
42903587	PEG-12 LAURATE			
42903588	PEG-12 STEARATE			
42903589	PEG-8 RICINOLEATE			
42903590	tocopheryl retinoate			
42903591	OCTYLDODECYL LACTATE			
40175665	Tetracoccosporium paxianum allergenic extract			
40171288	tocilizumab	Interleukin inhibitors	IMMUNOSUPPRESSANTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1391470	Ferrous Asparto Glycinate			
19054702	Fibrinogen			
1758536	etravirine	Non-nucleoside reverse transcriptase inhibitors	ANTIVIRALS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
19013789	EGG YOLK PHOSPHOLIPIDS			
40175783	black olive allergenic extract			
40170937	Mongolian gerbil skin allergenic extract			
40170737	nutmeg allergenic extract			
40170741	goose feather extract			
40175833	dog flea allergenic extract			
40175834	casein allergenic extract			
40175835	cat flea allergenic extract			
19032816	Glycine zinc chelate			
40175983	trout allergenic extract			
40175984	turkey allergenic extract			
40175985	turnip allergenic extract			
40175995	Echinacea pallida root extract			
40161910	red cedar pollen extract			
40161914	red maple pollen extract			
40161918	red mulberry pollen extract			
40161922	red oak pollen extract			
40161926	redroot pigweed pollen extract			
40161930	redtop grass pollen extract			
40172352	groundsel pollen extract			
40172365	iodoform	Medicated dressings with antiinfectives	MEDICATED DRESSINGS	DERMATOLOGICALS
40172372	maple leaf sycamore pollen extract			
40172566	sugar beet allergenic extract			
40169014	lufenuron			
40161805	hog epithelia extract			
40161809	hog skin extract			
40161813	horse skin extract			
40161817	house dust extract			
40161821	house dust mite extract, Dermatophagoides farinae			
40161890	rabbit bush pollen extract			
40163684	pneumococcal capsular polysaccharide type 19F vaccine			
40163686	pneumococcal capsular polysaccharide type 2 vaccine			
40163688	pneumococcal capsular polysaccharide type 20 vaccine			
40163694	pneumococcal capsular polysaccharide type 3 vaccine			
40163696	pneumococcal capsular polysaccharide type 33F vaccine			
40163698	pneumococcal capsular polysaccharide type 4 vaccine			
40163700	pneumococcal capsular polysaccharide type 5 vaccine			
40163702	pneumococcal capsular polysaccharide type 6B vaccine			
40163704	pneumococcal capsular polysaccharide type 7F vaccine			
40163706	pneumococcal capsular polysaccharide type 8 vaccine			
40163682	pneumococcal capsular polysaccharide type 19A vaccine			
40163708	pneumococcal capsular polysaccharide type 9N vaccine			
40163710	pneumococcal capsular polysaccharide type 9V vaccine			
40166461	Pralatrexate	Folic acid analogues	ANTINEOPLASTIC AGENTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
40174015	Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine			
40174018	Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine			
40163712	oxfendazole			
40163668	pneumococcal capsular polysaccharide type 10A vaccine			
40163670	pneumococcal capsular polysaccharide type 11A vaccine			
40163672	pneumococcal capsular polysaccharide type 12F vaccine			
40163674	pneumococcal capsular polysaccharide type 14 vaccine			
40163676	pneumococcal capsular polysaccharide type 15B vaccine			
40163678	pneumococcal capsular polysaccharide type 17F vaccine			
40163680	pneumococcal capsular polysaccharide type 18C vaccine			
40175970	squash allergenic extract			
40175971	stemphylium sarciniforme extract			
40176021	Hawthorn Flower Extract			
42898364	Artemisia capillaris flower extract			
42898365	Artemisia cina flower extract			
42898366	Artemisia maritima flower extract			
42898367	Artemisia princeps leaf extract			
42898368	Artemisia umbelliformis flower extract			
42904109	Parietaria officinalis extract			
42904110	Ascaris lumbricoides preparation			
42904111	Fagopyrum esculentum extract			
42904112	Evernia prunastri extract			
42904113	Abelmoschus moschatus seed extract			
42904114	Nasturtium officinale extract			
19120306	tranilast			
703470	Tranylcypromine	Monoamine oxidase inhibitors, non-selective	PSYCHOANALEPTICS	NERVOUS SYSTEM
19059202	Styramate	Carbamic acid esters	MUSCLE RELAXANTS	MUSCULO-SKELETAL SYSTEM
836208	Succinylcholine	Choline derivatives	MUSCLE RELAXANTS	MUSCULO-SKELETAL SYSTEM
19001131	Sodium ironedetate	Iron trivalent, oral preparations	ANTIANEMIC PREPARATIONS	BLOOD AND BLOOD FORMING ORGANS
19031267	cetiedil	Other peripheral vasodilators	PERIPHERAL VASODILATORS	CARDIOVASCULAR SYSTEM
19049284	cetrimonium	Antiseptics	THROAT PREPARATIONS	RESPIRATORY SYSTEM
1503983	cetrorelix	Anti-gonadotropin-releasing hormones	PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES	SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
1728909	Succimer			
1106647	Turpentine			
1436776	Testolactone			
19006043	Troleandomycin	Macrolides	ANTIBACTERIALS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
19006047	Tromethamine	Other i.v. solution additives	BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS	BLOOD AND BLOOD FORMING ORGANS
1551860	Pravastatin	HMG CoA reductase inhibitors	LIPID MODIFYING AGENTS	CARDIOVASCULAR SYSTEM
1515417	Urofollitropin	Gonadotropins	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	GENITO URINARY SYSTEM AND SEX HORMONES
19050461	Prazepam	Benzodiazepine derivatives	PSYCHOLEPTICS	NERVOUS SYSTEM
1750461	Praziquantel	Quinoline derivatives and related substances	ANTHELMINTICS	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
19069760	Sodium Hydroxide			
733008	Perphenazine	Antidepressants in combination with psycholeptics	PSYCHOANALEPTICS	NERVOUS SYSTEM
19066992	Silymarin	Liver therapy	BILE AND LIVER THERAPY	ALIMENTARY TRACT AND METABOLISM
19135793	Prednimustine	Nitrogen mustard analogues	ANTINEOPLASTIC AGENTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1550557	prednisolone	Corticosteroids	OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS	SENSORY ORGANS
19018488	butalamine	Other peripheral vasodilators	PERIPHERAL VASODILATORS	CARDIOVASCULAR SYSTEM
1340532	Succinic Acid			
1378382	Paclitaxel	Taxanes	ANTINEOPLASTIC AGENTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1636780	Testosterone	3-oxoandrosten (4) derivatives	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	GENITO URINARY SYSTEM AND SEX HORMONES
19005104	Triflupromazine	Phenothiazines with aliphatic side-chain	PSYCHOLEPTICS	NERVOUS SYSTEM
636164	Vibrio cholerae serotype Inaba			
1505346	Triiodothyronine			
1307515	Urokinase	Enzymes	ANTITHROMBOTIC AGENTS	BLOOD AND BLOOD FORMING ORGANS
19011435	chromium nicotinic acid complex			
19059658	chromocarb diethylamine			
19050007	chromous chloride			
19010499	Xylose			
1139699	butalbital			
19036658	chlorfenethazine			
19030675	aluminum phosphate	Aluminium compounds	DRUGS FOR ACID RELATED DISORDERS	ALIMENTARY TRACT AND METABOLISM
1391861	Yohimbe bark preparation			
19065777	Urea [14C]			
19136493	Sulfapyridine	Short-acting sulfonamides	ANTIBACTERIALS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
964339	Sulfasalazine	Aminosalicylic acid and similar agents	ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS	ALIMENTARY TRACT AND METABOLISM
991710	Sodium Phosphate, Dibasic			
729959	botulinum toxin type B			
19112547	bovine cartilage extract			
948555	alosetron	Serotonin receptor antagonists	DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS	ALIMENTARY TRACT AND METABOLISM
19018432	aloxiprin	Salicylic acid and derivatives	ANALGESICS	NERVOUS SYSTEM
1169352	alpha 1-Antitrypsin	Proteinase inhibitors	ANTIHEMORRHAGICS	BLOOD AND BLOOD FORMING ORGANS
19060358	Pyrithioxin	Other psychostimulants and nootropics	PSYCHOANALEPTICS	NERVOUS SYSTEM
19060367	Pyrogallol			
19018255	Pyroglutamate			
19135845	Pyrrolidonecarboxylic Acid			
19011904	Potassium aminobenzoate			
19011007	Xenon	Other general anesthetics	ANESTHETICS	NERVOUS SYSTEM
19010493	Xipamide	Sulfonamides, plain	DIURETICS	CARDIOVASCULAR SYSTEM
19059544	Sodium bitartrate			
1399177	Sodium ferric gluconate complex			
40172580	sunflower seed allergenic extract			
40172584	sweet cherry allergenic extract			
40172590	sweet potato allergenic extract			
40163615	dronedarone	Antiarrhythmics, class III	CARDIAC THERAPY	CARDIOVASCULAR SYSTEM
40169140	Cootamundra wattle pollen extract			
40172299	ginger allergenic extract			
40172305	mulberry pollen extract			
40164052	Asenapine	Diazepines, oxazepines, thiazepines and oxepines	PSYCHOLEPTICS	NERVOUS SYSTEM
40172287	giant wild rye pollen extract			
19011440	everolimus	Selective immunosuppressants	IMMUNOSUPPRESSANTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
40172492	spearmint allergenic extract			
40172485	raspberry allergenic extract			
40172504	red bell pepper allergenic extract			
40174229	common cocklebur pollen extract			
40175870	fig allergenic extract			
40175871	oat allergenic extract			
40175872	oat loose smut extract			
40175951	white catfish allergenic extract			
40175955	white-rot fungus extract			
40174604	velaglucerase alfa	Enzymes	OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS	ALIMENTARY TRACT AND METABOLISM
40172539	spinach allergenic extract			
40172543	spinosad			
40173533	American cockroach allergenic extract			
40172160	common carp allergenic extract			
40174023	Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine			
40174102	carob allergenic extract			
40166605	influenza A-California-7-2009-(H1N1)v-like virus vaccine			
40166616	nattokinase			
40172423	herring allergenic extract			
40172441	honeydew melon allergenic extract			
40172445	hops allergenic extract			
40172449	lemon allergenic extract			
19026524	Dihydroergocornine			
19026526	Dihydroergocristine	Ergot alkaloids	PERIPHERAL VASODILATORS	CARDIOVASCULAR SYSTEM
19085688	Ketanserin	Serotonin antagonists	ANTIHYPERTENSIVES	CARDIOVASCULAR SYSTEM
781705	Isocarboxazid	Monoamine oxidase inhibitors, non-selective	PSYCHOANALEPTICS	NERVOUS SYSTEM
19011951	Debrisoquin	Guanidine derivatives	ANTIHYPERTENSIVES	CARDIOVASCULAR SYSTEM
955372	Ethanol	Nerve depressants	ALL OTHER THERAPEUTIC PRODUCTS	VARIOUS
1588712	Follicle Stimulating Hormone			
1315140	Horse Chestnut Preparation			
19014213	POTASSIUM LACTATE	Electrolyte solutions	BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS	BLOOD AND BLOOD FORMING ORGANS
19082876	POTASSIUM OXYQUINOLONE			
19056704	POTASSIUM SULFIDE			
922868	Permethrin	Pyrethrines, incl. synthetic compounds	ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
1394333	Mecamylamine	Secondary and tertiary amines	ANTIHYPERTENSIVES	CARDIOVASCULAR SYSTEM
1383925	Isosorbide Dinitrate	Muscle relaxants	VASOPROTECTIVES	CARDIOVASCULAR SYSTEM
976309	Hydrofluoric Acid			
1361711	Nitroglycerin	Muscle relaxants	VASOPROTECTIVES	CARDIOVASCULAR SYSTEM
19058933	erdosteine	Mucolytics	COUGH AND COLD PREPARATIONS	RESPIRATORY SYSTEM
1717963	ertapenem	Carbapenems	ANTIBACTERIALS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
19068893	guaiazulene			
1754994	Fluconazole	Triazole derivatives	ANTIMYCOTICS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
1555120	Fludrocortisone	Mineralocorticoids	CORTICOSTEROIDS FOR SYSTEMIC USE	SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
19070930	GAMMA LINOLENIC OIL			
1304236	GARLIC BULB			
1590165	insulin, regular, beef-pork			
1596977	Regular Insulin, Human	Insulins and analogues for inhalation	DRUGS USED IN DIABETES	ALIMENTARY TRACT AND METABOLISM
19050419	Etilefrine	Adrenergic and dopaminergic agents	CARDIAC THERAPY	CARDIOVASCULAR SYSTEM
19077111	Hydroxyestrones			
19077143	17-alpha-Hydroxyprogesterone	Pregnen (4) derivatives	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	GENITO URINARY SYSTEM AND SEX HORMONES
1140088	Dyphylline	Xanthines	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	RESPIRATORY SYSTEM
19056780	HEPATITIS A IMMUNE GLOBULIN,HU			
19106870	Indium IN-111 Chloride			
19098979	Lactated Ringer's Solution			
1757803	Ganciclovir	Antivirals	OPHTHALMOLOGICALS	SENSORY ORGANS
1539403	Simvastatin	HMG CoA reductase inhibitors in combination with other lipid modifying agents	LIPID MODIFYING AGENTS	CARDIOVASCULAR SYSTEM
1353766	Propranolol	Beta blocking agents, non-selective	BETA BLOCKING AGENTS	CARDIOVASCULAR SYSTEM
19136184	Streptodornase			
19136066	Somatostatin	Somatostatin and analogues	PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES	SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
19020002	Vigabatrin	Fatty acid derivatives	ANTIEPILEPTICS	NERVOUS SYSTEM
19008261	Viloxazine	Other antidepressants	PSYCHOANALEPTICS	NERVOUS SYSTEM
19000726	Thymol			
19078399	Teicoplanin	Glycopeptide antibacterials	ANTIBACTERIALS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
19137377	Thimerosal	Mercurial products	ANTISEPTICS AND DISINFECTANTS	DERMATOLOGICALS
19006877	Uracil			
19004388	YUCCA ROOT			
19026397	carboxypolymethylene			
19039874	sodium metabisulfite			
19100393	sodium molybdate(VI)			
19100394	sodium nitrate			
19039877	sodium perborate	Antiinfectives and antiseptics for local oral treatment	STOMATOLOGICAL PREPARATIONS	ALIMENTARY TRACT AND METABOLISM
939871	sodium phosphate	Electrolyte solutions	BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS	BLOOD AND BLOOD FORMING ORGANS
912803	Verteporfin	Antineovascularisation agents	OPHTHALMOLOGICALS	SENSORY ORGANS
918222	oxiconazole	Imidazole derivatives	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	GENITO URINARY SYSTEM AND SEX HORMONES
19018261	oxilofrine			
19033385	butacaine			
19038998	bretylium			
19000381	Squalene			
752276	Procyclidine	Tertiary amines	ANTI-PARKINSON DRUGS	NERVOUS SYSTEM
1636145	Stanozolol	Androstan derivatives	ANABOLIC AGENTS FOR SYSTEMIC USE	ALIMENTARY TRACT AND METABOLISM
1036157	Starch			
19136626	Sulpiride	Benzamides	PSYCHOLEPTICS	NERVOUS SYSTEM
19135933	Sodium iodide I123	Various thyroid diagnostic radiopharmaceuticals	DIAGNOSTIC RADIOPHARMACEUTICALS	VARIOUS
1236607	Sulindac	Acetic acid derivatives and related substances	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	MUSCULO-SKELETAL SYSTEM
19099044	Salicin extract			
964407	Salicylic Acid	Antiinflammatory agents, non-steroids	OPHTHALMOLOGICALS	SENSORY ORGANS
19007200	Veratrum Viride Preparation			
19066566	Verbena extract			
19008012	Tiapride	Benzamides	PSYCHOLEPTICS	NERVOUS SYSTEM
1702364	Ticarcillin	Penicillins with extended spectrum	ANTIBACTERIALS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
906072	Tropicamide	Anticholinergics	OPHTHALMOLOGICALS	SENSORY ORGANS
991825	Trospium	Drugs for urinary frequency and incontinence	UROLOGICALS	GENITO URINARY SYSTEM AND SEX HORMONES
1343039	Triptorelin	Gonadotropin releasing hormone analogues	ENDOCRINE THERAPY	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
1037005	Tetrahydrocannabinol	Other antiemetics	ANTIEMETICS AND ANTINAUSEANTS	ALIMENTARY TRACT AND METABOLISM
19098563	Yucca extract			
939726	butamben			
19039762	butamirate	Other cough suppressants	COUGH AND COLD PREPARATIONS	RESPIRATORY SYSTEM
915542	brimonidine	Sympathomimetics in glaucoma therapy	OPHTHALMOLOGICALS	SENSORY ORGANS
938044	brinzolamide	Carbonic anhydrase inhibitors	OPHTHALMOLOGICALS	SENSORY ORGANS
19122130	brivudine	Nucleosides and nucleotides excl. reverse transcriptase inhibitors	ANTIVIRALS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
1748975	cefepime	Fourth-generation cephalosporins	ANTIBACTERIALS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
19028241	cefetamet	Third-generation cephalosporins	ANTIBACTERIALS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
19028286	cefodizime	Third-generation cephalosporins	ANTIBACTERIALS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
19018980	bromopride	Propulsives	DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS	ALIMENTARY TRACT AND METABOLISM
19135817	Phthalylsulfacetamide			
19044337	Physostigmine	Antidotes	ALL OTHER THERAPEUTIC PRODUCTS	VARIOUS
19133366	Phytic Acid			
945286	Pilocarpine	Other parasympathomimetics	OTHER NERVOUS SYSTEM DRUGS	NERVOUS SYSTEM
1511646	pamidronate			
1140643	Sumatriptan	Selective serotonin (5HT1) agonists	ANALGESICS	NERVOUS SYSTEM
19029135	Propionic acid			
753626	Propofol	Other general anesthetics	ANESTHETICS	NERVOUS SYSTEM
19037891	chlorocresol			
19115033	aluminum potassium sulfate	Other ophthalmologicals	OPHTHALMOLOGICALS	SENSORY ORGANS
19030692	aluminum sulfate	Aluminium agents	ANTISEPTICS AND DISINFECTANTS	DERMATOLOGICALS
19030751	alverine	Other drugs for functional gastrointestinal disorders	DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS	ALIMENTARY TRACT AND METABOLISM
930747	amcinonide	Corticosteroids, potent (group III)	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	DERMATOLOGICALS
928006	Iodoquinol	Quinoline derivatives	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	GENITO URINARY SYSTEM AND SEX HORMONES
19095721	Fenoldopam	Adrenergic and dopaminergic agents	CARDIAC THERAPY	CARDIOVASCULAR SYSTEM
19013828	Hyoscyamus extract			
19077117	Hetastarch	Blood substitutes and plasma protein fractions	BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS	BLOOD AND BLOOD FORMING ORGANS
1380191	Interferon gamma-1b			
19055259	HYMENOPTERA ALLERGENIC EXTRACT			
1388796	Leucovorin			
19050016	Ethiodized Oil			
19009557	ferrous phosphate			
911891	Fiber			
19026564	Dihydroergocryptine			
19111234	Fluprednisolone			
19068896	halometasone	Corticosteroids, potent (group III)	CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS	DERMATOLOGICALS
766529	Haloperidol	Butyrophenone derivatives	PSYCHOLEPTICS	NERVOUS SYSTEM
19059405	Germanium			
743196	Enflurane	Halogenated hydrocarbons	ANESTHETICS	NERVOUS SYSTEM
963353	Glycopyrrolate	Anticholinergics	DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES	RESPIRATORY SYSTEM
19056739	Greater Celandine			
19009157	Intermediate factor VIII			
19082733	Erysimum preparation			
19045644	Erythrityl Tetranitrate	Organic nitrates	CARDIAC THERAPY	CARDIOVASCULAR SYSTEM
1746940	Erythromycin	Antibiotics	OPHTHALMOLOGICALS	SENSORY ORGANS
1380472	Intrinsic factor			
19082660	Elder extract			
19082761	Elderberry preparation			
19030957	Escherichia coli			
19097684	Gestodene	Progestogens and estrogens, fixed combinations	SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM	GENITO URINARY SYSTEM AND SEX HORMONES
1502905	Insulin Glargine	Insulins and analogues for injection, long-acting	DRUGS USED IN DIABETES	ALIMENTARY TRACT AND METABOLISM
749727	Ethchlorvynol	Other hypnotics and sedatives	PSYCHOLEPTICS	NERVOUS SYSTEM
19091464	Dichlorophen	Other anticestodals	ANTHELMINTICS	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
956691	Fructose	Carbohydrates	GENERAL NUTRIENTS	VARIOUS
19066747	Halothane	Halogenated hydrocarbons	ANESTHETICS	NERVOUS SYSTEM
1324250	Hawthorn preparation			
998394	Heavy mineral oil			
19067073	Helium	Medical gases	ALL OTHER THERAPEUTIC PRODUCTS	VARIOUS
19113045	Heparinoids			
1747032	grepafloxacin	Fluoroquinolones	ANTIBACTERIALS FOR SYSTEMIC USE	ANTIINFECTIVES FOR SYSTEMIC USE
748010	Estazolam	Benzodiazepine derivatives	PSYCHOLEPTICS	NERVOUS SYSTEM
19071802	Gelsemium Sempervirens Preparation			
1558242	Gemfibrozil	Fibrates	LIPID MODIFYING AGENTS	CARDIOVASCULAR SYSTEM
782043	Isoflurane	Halogenated hydrocarbons	ANESTHETICS	NERVOUS SYSTEM
1315942	docetaxel	Taxanes	ANTINEOPLASTIC AGENTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
941004	Tadenan			
1362979	dofetilide	Antiarrhythmics, class III	CARDIAC THERAPY	CARDIOVASCULAR SYSTEM
715997	donepezil	Anticholinesterases	PSYCHOANALEPTICS	NERVOUS SYSTEM
19112593	Levabuterol			
1192218	Levalbuterol			
19098505	Ginkgo Biloba Leaf Extract			
711584	Levetiracetam	Other antiepileptics	ANTIEPILEPTICS	NERVOUS SYSTEM
745268	ergoloid mesylates, USP	Ergot alkaloids	PERIPHERAL VASODILATORS	CARDIOVASCULAR SYSTEM
19098629	Eyebright preparation			
19080435	FACTOR IX,RECOMBINANT			
1153928	Fenoprofen	Propionic acid derivatives	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	MUSCULO-SKELETAL SYSTEM
1363053	Doxazosin	Alpha-adrenoreceptor antagonists	ANTIHYPERTENSIVES	CARDIOVASCULAR SYSTEM
1360332	Glucosamine	Other antiinflammatory and antirheumatic agents, non-steroids	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	MUSCULO-SKELETAL SYSTEM
1394337	Mechlorethamine	Nitrogen mustard analogues	ANTINEOPLASTIC AGENTS	ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
19117912	Immunoglobulin G			
987153	Lactobacillus acidophilus			
19129648	Papaveretum	Natural opium alkaloids	ANALGESICS	NERVOUS SYSTEM
19050484	Etidocaine	Amides	ANESTHETICS	NERVOUS SYSTEM
1552929	Etidronate			
19110711	Flufenamic Acid	Fenamates	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	MUSCULO-SKELETAL SYSTEM
19099049	HORSE CHESTNUT SEED			
1777087	Hydroxychloroquine	Aminoquinolines	ANTIPROTOZOALS	ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
19050554	Etretinate	Retinoids for treatment of psoriasis	ANTIPSORIATICS	DERMATOLOGICALS
1326303	Digoxin	Digitalis glycosides	CARDIAC THERAPY	CARDIOVASCULAR SYSTEM
987128	Lactobacillus			
940864	Econazole	Imidazole derivatives	GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS	GENITO URINARY SYSTEM AND SEX HORMONES
19058341	Dichlorobenzene			
19091146	FEDRILATE	Other cough suppressants	COUGH AND COLD PREPARATIONS	RESPIRATORY SYSTEM
19014947	FERRIC CACODYLATE			
1586369	Ultralente Insulin, Human			
1345205	Ergonovine	Ergot alkaloids	OTHER GYNECOLOGICALS	GENITO URINARY SYSTEM AND SEX HORMONES
19113574	Interferon-alpha			
1586346	Insulin, Regular, Pork			
19112519	Fursultiamin			
19061083	Glutathione	Antidotes	ALL OTHER THERAPEUTIC PRODUCTS	VARIOUS
19136054	Gold Sodium Thiosulfate	Gold preparations	ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS	MUSCULO-SKELETAL SYSTEM
43014233	poloxamer 184			
43532321	Di-PPG-2 Myreth-10 Adipate			
43532312	elemi extract			
43532313	decan-4-olide			
43532314	decylene glycol			
43532316	florbetapir			
43532317	dimethicone PEG-15 acetate			
43532318	dimyristoylphosphatidylglycerol			
43532320	Dodecyl-2-N,N-Dimethylaminopropionate			
43532322	Diamond turbot extract			
43532323	Diisocetyl Dodecanedioate			
43532324	Diisopropyl Dilinoleate			
43532326	Dimethicone 200			
43532331	Dipentamethylenethiuram disulfide			
43532333	Diethyldithiocarbamate			
43532334	European flounder preparation			
43532335	Echinococcus granulosus preparation			
43532336	Indigo			
43532337	FD&C Blue #10 Aluminum Lake			
43532338	FD&C Blue #2 HT Aluminum Lake			
43532339	FD&C Red #40 HT aluminum lake			
43532340	FD&C Yellow #5			
43532341	FD&C yellow #5 aluminum lake			
43532343	Elaeis guineensis whole extract			
43532344	FERRIC AMMONIUM FERROCYANIDE			
43532346	Dunaliella salina extract			
43532347	Epidermal Growth Factor			
43532349	EGG SHELL, COOKED			
43532350	ETHYL ACRYLATE AND METHYL METHACRYLATE COPOLYMER (2:1; 750000 MW)			
43532351	ETHYLENE-VINYL ACETATE COPOLYMER (28% VINYL ACETATE)			
43532352	ETHYLHEXYL OLEATE			
43532356	Glycogen			
44507569	9,10-anthraquinone			
44507571	ACAI FRUIT PULP			
44507572	AMMONIUM VALERATE			
44507573	ARGININE PYROGLUTAMATE			
44507576	2,5-diaminotoluene			
44507580	Macitentan	Antihypertensives for pulmonary arterial hypertension	ANTIHYPERTENSIVES	CARDIOVASCULAR SYSTEM
43532021	Mentha pulegium extract			
43532022	Mesophyllum Lichenoides extract			
43532027	Methacrylate			
43532029	Low-Density Polyethylene			
43532188	Sulfate Ion			
43532190	Stearic Monoethanolamide			
43532191	stearyl heptanoate			
43532196	Stypocaulon scoparium preparation			
43532197	TRIBEHENIN			
43532198	TRIDECETH-6			
43532199	TRIDECYL TRIMELLITATE			
43532202	Sudan III			
43532203	TRIISONONANOIN			
43532204	TRIISOSTEARIN			
